filename,label,kfold
Nicole Kidman.png,spring,0
Nicole Kidman1.png,spring,0
Nicole Kidman15.png,spring,0
Nicole Kidman16.png,spring,0
Nicole Kidman3.png,spring,0
Nicole Kidman7.png,spring,0
Nikole Kidman 2.png,spring,0
nikole kidman- primavera light.png,spring,0
Noemi3.png,spring,0
Noemi5.png,spring,0
sadie lavello- primavera bright.png,spring,0
Sara Sampaio.png,spring,0
Sara Sampaio1.png,spring,0
simon baker.png,spring,0
simon baker4.png,spring,0
spr (12).PNG,spring,0
spr (13).PNG,spring,0
spr (15).jpg,spring,0
spr (17).jpg,spring,0
spr (21).jpg,spring,0
spr (29).jpg,spring,0
spr (31).JPG,spring,0
spr (32).JPG,spring,0
spr (35).JPG,spring,0
spr (37).JPG,spring,0
spr (41).jpg,spring,0
valentina ferragni.png,spring,0
valentina ferragni11.png,spring,0
valentina ferragni14.png,spring,0
valentina ferragni15.png,spring,0
valentina leporati- primavera bright.png,spring,0
Vittoria Puccini6.png,spring,0
1.png,summer,0
10029.jpg,summer,0
10220.jpg,summer,0
11024.jpg,summer,0
11053.jpg,summer,0
11157.jpg,summer,0
1122.jpg,summer,0
11482.jpg,summer,0
11941.jpg,summer,0
12414.jpg,summer,0
12559.jpg,summer,0
12698.jpg,summer,0
13076.jpg,summer,0
13117.jpg,summer,0
13300.jpg,summer,0
13340.jpg,summer,0
13367.jpg,summer,0
14125.jpg,summer,0
1432.jpg,summer,0
14395.jpg,summer,0
1469.jpg,summer,0
14798.jpg,summer,0
14845.jpg,summer,0
14919.jpg,summer,0
15032.jpg,summer,0
15472.jpg,summer,0
1563.jpg,summer,0
15789.jpg,summer,0
15971.jpg,summer,0
16264.jpg,summer,0
17753.jpg,summer,0
18165.jpg,summer,0
18253.jpg,summer,0
18386.jpg,summer,0
18540.jpg,summer,0
18581.jpg,summer,0
18619.jpg,summer,0
18673.jpg,summer,0
19028.jpg,summer,0
19164.jpg,summer,0
19391.jpg,summer,0
19611.jpg,summer,0
19912.jpg,summer,0
19952.jpg,summer,0
20005.jpg,summer,0
20101.jpg,summer,0
20533.jpg,summer,0
20581.jpg,summer,0
20657.jpg,summer,0
20970.jpg,summer,0
2138.jpg,summer,0
21417.jpg,summer,0
21424.jpg,summer,0
21755.jpg,summer,0
22262.jpg,summer,0
22914.jpg,summer,0
22977.jpg,summer,0
23068.jpg,summer,0
23124.jpg,summer,0
23583.jpg,summer,0
23638.jpg,summer,0
2405.jpg,summer,0
24645.jpg,summer,0
24704.jpg,summer,0
24873.jpg,summer,0
25158.jpg,summer,0
25254.jpg,summer,0
25354.jpg,summer,0
2536.jpg,summer,0
25365.jpg,summer,0
25461.jpg,summer,0
2550.jpg,summer,0
25610.jpg,summer,0
25835.jpg,summer,0
25860.jpg,summer,0
25909.jpg,summer,0
26159.jpg,summer,0
26322.jpg,summer,0
26539.jpg,summer,0
26703.jpg,summer,0
2698.jpg,summer,0
2786.jpg,summer,0
28248.jpg,summer,0
28547.jpg,summer,0
28626.jpg,summer,0
28761.jpg,summer,0
2895.jpg,summer,0
29346.jpg,summer,0
29503.jpg,summer,0
29580.jpg,summer,0
3.jpg,summer,0
3056.jpg,summer,0
3105.jpg,summer,0
3496.jpg,summer,0
3524.jpg,summer,0
3562.jpg,summer,0
3709.jpg,summer,0
4887.jpg,summer,0
4980.jpg,summer,0
539.jpg,summer,0
5917.jpg,summer,0
6355.jpg,summer,0
6429.jpg,summer,0
6735.jpg,summer,0
7402.jpg,summer,0
7622.jpg,summer,0
7920.jpg,summer,0
7935.jpg,summer,0
8044.jpg,summer,0
8261.jpg,summer,0
8684.jpg,summer,0
886.jpg,summer,0
9232.jpg,summer,0
9486.jpg,summer,0
9911.jpg,summer,0
Bianca Balti 1.png,summer,0
carmen-chaplin-SOFT SUMMER.png,summer,0
Claire Foy1 COOL SUMMER.png,summer,0
Emily Deschanel1 COOL SUMMER.png,summer,0
Eva Herzigova 2.png,summer,0
Federica Pellegrini ESTATE SOFT.png,summer,0
images-107_1.png,summer,0
images-10_1.png,summer,0
images-111_0.png,summer,0
images-113_0.png,summer,0
images-113_1.png,summer,0
images-116_1.png,summer,0
images-11_2.png,summer,0
images-120_1.png,summer,0
images-133.png,summer,0
images-135.png,summer,0
images-13_1.png,summer,0
images-13_2.png,summer,0
images-140.png,summer,0
images-143.png,summer,0
images-145.png,summer,0
images-148.png,summer,0
images-14_1.png,summer,0
images-153.png,summer,0
images-156.png,summer,0
images-163.png,summer,0
images-165.png,summer,0
images-168.png,summer,0
images-180.png,summer,0
images-19_2.png,summer,0
images-1_0.png,summer,0
images-1_2.png,summer,0
images-21_0.png,summer,0
images-28_1.png,summer,0
images-32_2.png,summer,0
images-33_1.png,summer,0
images-33_2.png,summer,0
images-34_1.png,summer,0
images-35_1.png,summer,0
images-36_0.png,summer,0
images-38_0.png,summer,0
images-38_1.png,summer,0
images-38_2.png,summer,0
images-40_2.png,summer,0
images-41_2.png,summer,0
images-42_0.png,summer,0
images-42_1.png,summer,0
images-44_0.png,summer,0
images-44_1.png,summer,0
images-48_1.png,summer,0
images-49_2.png,summer,0
images-4_2.png,summer,0
images-51_1.png,summer,0
images-51_2.png,summer,0
images-52_1.png,summer,0
images-56_0.png,summer,0
images-57_1.png,summer,0
images-60_0.png,summer,0
images-60_1.png,summer,0
images-61_2.png,summer,0
images-62_1.png,summer,0
images-63_0.png,summer,0
images-64_2.png,summer,0
images-65_0.png,summer,0
images-70_0.png,summer,0
images-71_0.png,summer,0
images-72_2.png,summer,0
images-74_0.png,summer,0
images-75_1.png,summer,0
images-77_2.png,summer,0
images-7_0.png,summer,0
images-85_0.png,summer,0
images-86_0.png,summer,0
images-87_2.png,summer,0
images-88_2.png,summer,0
images-89_0.png,summer,0
images-89_2.png,summer,0
images-90_2.png,summer,0
images-92_0.png,summer,0
images-92_1.png,summer,0
images-96_1.png,summer,0
images-97_1.png,summer,0
images-99_1.png,summer,0
images-9_0.png,summer,0
images-9_1.png,summer,0
images.png,summer,0
january-jones-LIGHT SUMMER.png,summer,0
Jennifer Aniston 3.png,summer,0
jodie-foster-LIGHT SUMMER.png,summer,0
Kate Moss 1.png,summer,0
Kimberly Williams1 COOL SUMMER.png,summer,0
Laetitia Casta 1.png,summer,0
Laetitia Casta 2.png,summer,0
Lea Seydoux 1.png,summer,0
Lea Seydoux LIGHT SUMMER.png,summer,0
marion cotillard-SOFT SUMMER.png,summer,0
Matt Bomer COOL SUMMER.png,summer,0
paola turani-ESTATE SOFT.png,summer,0
smr (1).jpg,summer,0
smr (1).png,summer,0
smr (10).PNG,summer,0
smr (13).jpg,summer,0
smr (19).jpg,summer,0
smr (2).png,summer,0
smr (29).JPG,summer,0
smr (4).jpg,summer,0
smrs.JPG,summer,0
Tom Felton 2.png,summer,0
Tom Felton 3.png,summer,0
valentina ferragni-ESTARE LIGHT.png,summer,0
10284.jpg,winter,0
10327.jpg,winter,0
10348.jpg,winter,0
10388.jpg,winter,0
10425.jpg,winter,0
10457.jpg,winter,0
10576.jpg,winter,0
10731.jpg,winter,0
11261.jpg,winter,0
11313.jpg,winter,0
11466.jpg,winter,0
12042.jpg,winter,0
12284.jpg,winter,0
12376.jpg,winter,0
12382.jpg,winter,0
12675.jpg,winter,0
12757.jpg,winter,0
13598.jpg,winter,0
13726.jpg,winter,0
14232.jpg,winter,0
14275.jpg,winter,0
14376.jpg,winter,0
14485.jpg,winter,0
14488.jpg,winter,0
14634.jpg,winter,0
1470.jpg,winter,0
1507.jpg,winter,0
15085.jpg,winter,0
15236.jpg,winter,0
15406.jpg,winter,0
15859.jpg,winter,0
16053.jpg,winter,0
16569.jpg,winter,0
16824.jpg,winter,0
1706.jpg,winter,0
17300.jpg,winter,0
17420.jpg,winter,0
17718.jpg,winter,0
17768.jpg,winter,0
17987.jpg,winter,0
1908.jpg,winter,0
19090.jpg,winter,0
19120.jpg,winter,0
19250.jpg,winter,0
19280.jpg,winter,0
19315.jpg,winter,0
19325.jpg,winter,0
19467.jpg,winter,0
19851.jpg,winter,0
19855.jpg,winter,0
20026.jpg,winter,0
20082.jpg,winter,0
20093.jpg,winter,0
20366.jpg,winter,0
20442.jpg,winter,0
20484.jpg,winter,0
20519.jpg,winter,0
20527.jpg,winter,0
20528.jpg,winter,0
20904.jpg,winter,0
20936.jpg,winter,0
20968.jpg,winter,0
21085.jpg,winter,0
21253.jpg,winter,0
21318.jpg,winter,0
21494.jpg,winter,0
21504.jpg,winter,0
21646.jpg,winter,0
21748.jpg,winter,0
21805.jpg,winter,0
21842.jpg,winter,0
220.jpg,winter,0
22101.jpg,winter,0
22135.jpg,winter,0
22252.jpg,winter,0
22267.jpg,winter,0
22286.jpg,winter,0
22316.jpg,winter,0
22989.jpg,winter,0
2305.jpg,winter,0
23445.jpg,winter,0
23606.jpg,winter,0
23695.jpg,winter,0
23708.jpg,winter,0
23765.jpg,winter,0
23809.jpg,winter,0
2410.jpg,winter,0
24773.jpg,winter,0
24832.jpg,winter,0
25771.jpg,winter,0
25868.jpg,winter,0
25895.jpg,winter,0
25946.jpg,winter,0
26086.jpg,winter,0
26205.jpg,winter,0
26213.jpg,winter,0
26339.jpg,winter,0
27354.jpg,winter,0
27550.jpg,winter,0
27786.jpg,winter,0
27798.jpg,winter,0
27833.jpg,winter,0
27938.jpg,winter,0
27955.jpg,winter,0
28228.jpg,winter,0
28302.jpg,winter,0
28883.jpg,winter,0
2940.jpg,winter,0
29415.jpg,winter,0
29913.jpg,winter,0
29930.jpg,winter,0
3190.jpg,winter,0
3304.jpg,winter,0
4107.jpg,winter,0
443.jpg,winter,0
445.jpg,winter,0
4566.jpg,winter,0
4631.jpg,winter,0
4749.jpg,winter,0
484.jpg,winter,0
5592.jpg,winter,0
5807.jpg,winter,0
5910.jpg,winter,0
6.jpeg,winter,0
6118.jpg,winter,0
6119.jpg,winter,0
7037.jpg,winter,0
7160.jpg,winter,0
7276.jpg,winter,0
7306.jpg,winter,0
7456.jpg,winter,0
768.jpg,winter,0
7890.jpg,winter,0
8135.jpg,winter,0
8566.jpg,winter,0
8628.jpg,winter,0
8653.jpg,winter,0
8954.jpg,winter,0
9073.jpg,winter,0
9101.jpg,winter,0
9582.jpg,winter,0
9774.jpg,winter,0
9786.jpg,winter,0
9799.jpg,winter,0
9922.jpg,winter,0
Alexandria_Ocasio-Cortez 1.png,winter,0
Anna Valle5.png,winter,0
Anne Hathaway1.png,winter,0
anne hathaway20.png,winter,0
Anne Hathaway3.png,winter,0
annie mazzola 2.png,winter,0
Audrey Hepburn.png,winter,0
Chiara-Biasi1.png,winter,0
demi moore 9.png,winter,0
drian brody.png,winter,0
elisa maino 4.png,winter,0
elisa-maino 1.png,winter,0
elisa1.png,winter,0
elisa2.png,winter,0
elizabeth taylor 2.png,winter,0
Emma Marrone1.png,winter,0
fotini peluso-inverno bright.png,winter,0
GEORGE CLOONEY 1.png,winter,0
giula de lellis 1.png,winter,0
giulia de lellis 5.png,winter,0
Giulia Torelli WINTER COOL.png,winter,0
giulia valentina-inverno bright.png,winter,0
giuliadelellis 2.png,winter,0
gwen stefani3.png,winter,0
gweni stefani.png,winter,0
heny golding-inverno bright.png,winter,0
IAN SOMERHALDER 2.png,winter,0
IAN SOMERHALDER 3.png,winter,0
Irene Colzi WINTER COOL.png,winter,0
jenna-ortega-DEEP WINTER.png,winter,0
Katy Perry_(1)_0.png,winter,0
Katy Perry__0.png,winter,0
KEANU REEVES 1.png,winter,0
KEANU REEVES DEEP WINTER.png,winter,0
kendall jenner 2.png,winter,0
kendall jenner 4.png,winter,0
kendall jenner1.png,winter,0
kendall-jenner 3.png,winter,0
kety perry 2.png,winter,0
kim kardashian 3.png,winter,0
kim kardashian 7.png,winter,0
Laura Pausini WINTER COOL.png,winter,0
levante 1.png,winter,0
levante 5.png,winter,0
Lily Collins WINTER COOL.png,winter,0
lily collins22.png,winter,0
liv tyler.png,winter,0
liv tyler6.png,winter,0
lizzo 5.png,winter,0
Lucy Hale WINTER COOL.png,winter,0
lupita nyong_o 4.png,winter,0
lupita nyong_o 5.png,winter,0
maria grazia cucinotta 1.png,winter,0
mariagrazia cucinotta  5.png,winter,0
MEGAN FOX 1_1.png,winter,0
MEGAN FOX 3.png,winter,0
Megan Fox_(1)_0.png,winter,0
megan gale 2.png,winter,0
megan-gale 1.png,winter,0
monica bellucci1.png,winter,0
"Monica_Bellucci,_DEEP WINTER.png",winter,0
NATALIE PORTMAN 3.png,winter,0
Natalie Portman1.png,winter,0
natalie portman11.png,winter,0
natalie portman19.png,winter,0
olivia munn-inverno bright.png,winter,0
paola turani10.png,winter,0
paola turani19.png,winter,0
paola turani2.png,winter,0
paola turani22.png,winter,0
paola turani25.png,winter,0
paola turani35.png,winter,0
paola turani37.png,winter,0
paola turani39.png,winter,0
paola turani42.png,winter,0
paola turani44.png,winter,0
paola turani47.png,winter,0
paola turani48.png,winter,0
paola turani49.png,winter,0
paola turani50.png,winter,0
paola turani51.png,winter,0
paola turani9.png,winter,0
penelope cruz 5.png,winter,0
penelope-cruz 2.png,winter,0
sabrina ferilli 6.png,winter,0
SALMA HAYEK 1_0.png,winter,0
salma hayek 1_1.png,winter,0
shakira14.png,winter,0
Shakira2.png,winter,0
victoria beckham2.png,winter,0
wnt (1).jpg,winter,0
wnt (10).PNG,winter,0
wnt (20).jpg,winter,0
wnt (24).jpg,winter,0
wnt (29).JPG,winter,0
wnt (3).PNG,winter,0
wnt (32).JPG,winter,0
wnt (36).jpg,winter,0
wnt (38).JPG,winter,0
wnt (39).jpg,winter,0
wnt (5).PNG,winter,0
10063.jpg,fall,1
10306.jpg,fall,1
10711.jpg,fall,1
10888.jpg,fall,1
11195.jpg,fall,1
11409.jpg,fall,1
11438.jpg,fall,1
11566.jpg,fall,1
11576.jpg,fall,1
11727.jpg,fall,1
12016.jpg,fall,1
12486.jpg,fall,1
13209.jpg,fall,1
13254.jpg,fall,1
13349.jpg,fall,1
13479.jpg,fall,1
13531.jpg,fall,1
13697.jpg,fall,1
13903.jpg,fall,1
14325.jpg,fall,1
14515.jpg,fall,1
14618.jpg,fall,1
14841.jpg,fall,1
14852.jpg,fall,1
14880.jpg,fall,1
14951.jpg,fall,1
14989.jpg,fall,1
15000.jpg,fall,1
15270.jpg,fall,1
15420.jpg,fall,1
15844.jpg,fall,1
16195.jpg,fall,1
16411.jpg,fall,1
16468.jpg,fall,1
16613.jpg,fall,1
16972.jpg,fall,1
17018.jpg,fall,1
17294.jpg,fall,1
17504.jpg,fall,1
17708.jpg,fall,1
17712.jpg,fall,1
17857.jpg,fall,1
17866.jpg,fall,1
18299.jpg,fall,1
18389.jpg,fall,1
18566.jpg,fall,1
1860.jpg,fall,1
18644.jpg,fall,1
18803.jpg,fall,1
18880.jpg,fall,1
18882.jpg,fall,1
18910.jpg,fall,1
19226.jpg,fall,1
19406.jpg,fall,1
19653.jpg,fall,1
1974.jpg,fall,1
19762.jpg,fall,1
19908.jpg,fall,1
19987.jpg,fall,1
20118.jpg,fall,1
20296.jpg,fall,1
20525.jpg,fall,1
20841.jpg,fall,1
21021.jpg,fall,1
21432.jpg,fall,1
21563.jpg,fall,1
21977.jpg,fall,1
22111.jpg,fall,1
22230.jpg,fall,1
22915.jpg,fall,1
